export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/lang/lang_15 /tmp/lang_15_Ranking;cd /tmp/lang_15_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Lang/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/lang_15_Ranking;cp -r /home/tdurieux/nopol/z3-x64-debian-7.7/bin/ lib/z3;time java -cp /home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path lib/z3/z3 --complianceLevel 5 --source src/main/java/ --classpath target/classes/:target/tests/:lib/asm.jar:lib/cglib.jar:lib/commons-io.jar:lib/easymock.jar:/home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/lang_15_Ranking;

/************************/
Executed tests:   2047
Successful tests: 2045
Failed tests:     2

org.apache.commons.lang3.reflect.TypeUtilsTest#testGetTypeArguments
java.lang.AssertionError: expected:<2> but was:<0>
	at org.junit.Assert.fail(Assert.java:88)
	at org.junit.Assert.failNotEquals(Assert.java:743)
	at org.junit.Assert.assertEquals(Assert.java:118)
	at org.junit.Assert.assertEquals(Assert.java:555)
	at org.junit.Assert.assertEquals(Assert.java:542)
	at org.apache.commons.lang3.reflect.TypeUtilsTest.testGetTypeArguments(TypeUtilsTest.java:505)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)

org.apache.commons.lang3.reflect.TypeUtilsTest#testIsAssignable
java.lang.AssertionError: type class org.apache.commons.lang3.reflect.TypeUtilsTest$Thing not assignable to org.apache.commons.lang3.reflect.TypeUtilsTest.org.apache.commons.lang3.reflect.TypeUtilsTest$This<java.lang.String, java.lang.String>!
	at org.junit.Assert.fail(Assert.java:88)
	at org.junit.Assert.assertTrue(Assert.java:41)
	at org.junit.Assert.assertFalse(Assert.java:64)
	at org.apache.commons.lang3.reflect.TypeUtilsTest.testIsAssignable(TypeUtilsTest.java:344)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.lang3.reflect.TypeUtils:600 -> 1.0 (ep: 0, ef: 2, np: 2045, nf: 0)
org.apache.commons.lang3.text.translate.EntityArrays:370 -> 0.7071067811865475 (ep: 0, ef: 1, np: 2045, nf: 1)
org.apache.commons.lang3.text.translate.EntityArrays:377 -> 0.7071067811865475 (ep: 0, ef: 1, np: 2045, nf: 1)
org.apache.commons.lang3.text.translate.EntityArrays:386 -> 0.7071067811865475 (ep: 0, ef: 1, np: 2045, nf: 1)
org.apache.commons.lang3.text.translate.EntityArrays:395 -> 0.7071067811865475 (ep: 0, ef: 1, np: 2045, nf: 1)
org.apache.commons.lang3.text.translate.EntityArrays:408 -> 0.7071067811865475 (ep: 0, ef: 1, np: 2045, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:535 -> 0.6324555320336759 (ep: 3, ef: 2, np: 2042, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:536 -> 0.6324555320336759 (ep: 3, ef: 2, np: 2042, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:539 -> 0.6324555320336759 (ep: 3, ef: 2, np: 2042, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:540 -> 0.6324555320336759 (ep: 3, ef: 2, np: 2042, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:641 -> 0.6324555320336759 (ep: 3, ef: 2, np: 2042, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:646 -> 0.6324555320336759 (ep: 3, ef: 2, np: 2042, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:659 -> 0.6324555320336759 (ep: 3, ef: 2, np: 2042, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:663 -> 0.6324555320336759 (ep: 3, ef: 2, np: 2042, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:65 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:79 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:80 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:113 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:115 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:120 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:125 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:126 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:129 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:131 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:588 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:591 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:595 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:598 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:605 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:610 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:612 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:615 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:616 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:617 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:621 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:623 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:787 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:789 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:791 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:794 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:795 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:797 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:798 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:808 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:810 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:815 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:816 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:974 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:981 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:985 -> 0.5773502691896258 (ep: 4, ef: 2, np: 2041, nf: 0)
org.apache.commons.lang3.text.translate.EntityArrays:34 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.text.translate.EntityArrays:147 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:522 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:822 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:230 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:87 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:91 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:92 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:326 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:332 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:337 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:341 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:342 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:344 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:382 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:385 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:391 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:394 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:400 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:460 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:471 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:627 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:865 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:866 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:915 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:917 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:930 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:932 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.text.translate.CharSequenceTranslator:108 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.text.translate.CharSequenceTranslator:109 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.text.translate.CharSequenceTranslator:110 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.text.translate.CharSequenceTranslator:111 -> 0.5 (ep: 1, ef: 1, np: 2044, nf: 1)
org.apache.commons.lang3.ClassUtils:589 -> 0.4472135954999579 (ep: 8, ef: 2, np: 2037, nf: 0)
org.apache.commons.lang3.reflect.TypeUtils:83 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:84 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:181 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:187 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:192 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:197 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:200 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:203 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:210 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:215 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:219 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
org.apache.commons.lang3.reflect.TypeUtils:220 -> 0.4082482904638631 (ep: 2, ef: 1, np: 2043, nf: 1)
